player_id,world_cup_year,team,club,country_club
2125,2010,Mexico, Guadalajara,Mexico
2126,2010,Mexico, Atlas,Mexico
2127,2010,Mexico, Cruz Azul,Mexico
2128,2010,Mexico, UNAM,Mexico
2129,2010,Mexico, UNAM,Mexico
2130,2010,Mexico, Guadalajara,Mexico
2131,2010,Mexico, West Ham,England
2132,2010,Mexico, Veracruz,Mexico
2133,2010,Mexico, Guadalajara,Mexico
2134,2010,Netherlands, Ajax,Netherlands
2135,2010,Netherlands, Twente,Netherlands
2136,2010,Netherlands, Ajax,Netherlands
2137,2010,Netherlands, Everton,England
2138,2010,Netherlands, Hamburger SV,Germany
2139,2010,Netherlands, Feyenoord,Netherlands
2140,2010,Netherlands, VfB Stuttgart,Germany
2141,2010,Netherlands, PSV,Netherlands
2142,2010,Netherlands, Celtic,Scotland
2143,2010,Netherlands, Bayern Munich,Germany
2144,2010,Netherlands, Ajax,Netherlands
2145,2010,Netherlands, AZ,Netherlands
2146,2010,Netherlands, PSV,Netherlands
2147,2010,Netherlands, Real Madrid,Spain
2148,2010,Netherlands, Hamburger SV,Germany
2149,2010,Netherlands, Liverpool,England
2150,2010,New Zealand, Wellington Phoenix,New Zealand
2151,2010,New Zealand, Melbourne Victory,Australia
2152,2010,New Zealand, Team Wellington,New Zealand
2153,2010,New Zealand, Wellington Phoenix,New Zealand
2154,2010,New Zealand, Wellington Phoenix,New Zealand
2155,2010,New Zealand, Midtjylland,Denmark
2156,2010,New Zealand, Auckland City,New Zealand
2157,2010,New Zealand, Blackburn Rovers,England
2158,2010,New Zealand, New York Red Bulls,United States
2159,2010,New Zealand, Ipswich Town,England
2160,2010,New Zealand, Chivas USA,United States
2161,2010,New Zealand, Wellington Phoenix,New Zealand
2162,2010,New Zealand, Wellington Phoenix,New Zealand
2163,2010,New Zealand, Team Wellington,New Zealand
2164,2010,New Zealand, Motherwell[8],Scotland
2165,2010,New Zealand, Canterbury United,New Zealand
2166,2010,New Zealand, Wellington Phoenix,New Zealand
2167,2010,New Zealand, FC Tampa Bay,United States
2168,2010,New Zealand, Newcastle Jets,Australia
2169,2010,New Zealand, Gold Coast United,Australia
2170,2010,New Zealand, Middlesbrough,England
2171,2010,New Zealand, Plymouth Argyle,England
2172,2010,New Zealand, West Bromwich Albion,England
2173,2010,Nigeria, Bnei Yehuda,Israel
2174,2010,Nigeria, Marseille,France
2175,2010,Nigeria, Red Bull Salzburg,Austria
2176,2010,Nigeria, Bolton Wanderers,England
2177,2010,Nigeria, CSKA Moscow,Russia
2178,2010,Nigeria, Sparta Rotterdam,Netherlands
2179,2010,Nigeria, Dynamo Kyiv,Ukraine
2180,2010,Nigeria, Alania Vladikavkaz,Russia
2181,2010,Nigeria, Monaco,France
2182,2010,Nigeria, Fulham,England
2183,2010,Nigeria, Portsmouth,England
2184,2010,Nigeria, Portsmouth,England
2185,2010,Nigeria, Everton,England
2186,2010,Nigeria, VfL Wolfsburg,Germany
2187,2010,Nigeria, Sochaux,France
2188,2010,Nigeria, Almería,Spain
2189,2010,Nigeria, Malaga,Spain
2190,2010,Nigeria, 1899 Hoffenheim,Germany
2191,2010,North Korea, Pyongyang City,North Korea
2192,2010,North Korea, Amrokgang,North Korea
2193,2010,North Korea, Amrokgang,North Korea
2194,2010,North Korea, Amrokgang,North Korea
2195,2010,North Korea, Sobaeksu,North Korea
2196,2010,North Korea, April 25,North Korea
2197,2010,North Korea, April 25,North Korea
2198,2010,North Korea, Amrokgang,North Korea
2199,2010,North Korea, Amrokgang,North Korea
2200,2010,North Korea, April 25,North Korea
2201,2010,North Korea, Kyonggongop,North Korea
2202,2010,North Korea, Sobaeksu,North Korea
2203,2010,North Korea, April 25,North Korea
2204,2010,North Korea, April 25,North Korea
2205,2010,North Korea, Pyongyang City,North Korea
2206,2010,North Korea, Omiya Ardija,Japan
2207,2010,North Korea, Pyongyang City,North Korea
2208,2010,North Korea, Rimyongsu,North Korea
2209,2010,North Korea, April 25,North Korea
2210,2010,North Korea, Rimyongsu,North Korea
2211,2010,North Korea, Kawasaki Frontale,Japan
2212,2010,North Korea, Rostov,Russia
2213,2010,North Korea, April 25,North Korea
2214,2010,Paraguay, Valladolid,Spain
2215,2010,Paraguay, Cerro Porteño,Paraguay
2216,2010,Paraguay, Independiente Medellín,Colombia
2217,2010,Paraguay, UNAM,Mexico
2218,2010,Paraguay, Boca Juniors,Argentina
2219,2010,Paraguay, León,Mexico
2220,2010,Paraguay, Atlético Mineiro,Brazil
2221,2010,Paraguay, Olimpia,Paraguay
2222,2010,Paraguay, Sunderland,England
2223,2010,Paraguay, San Lorenzo,Argentina
2224,2010,Paraguay, Club Brugge,Belgium
2225,2010,Paraguay, Atalanta,Italy
2226,2010,Paraguay, VfL Wolfsburg,Germany
2227,2010,Paraguay, LDU Quito,Ecuador
2228,2010,Paraguay, Libertad,Paraguay
2229,2010,Paraguay, Cruz Azul,Mexico
2230,2010,Paraguay, Argentinos Juniors,Argentina
2231,2010,Paraguay, Benfica,Portugal
2232,2010,Paraguay, Manchester City,England
2233,2010,Paraguay, Pachuca,Mexico
2234,2010,Paraguay, Borussia Dortmund,Germany
2235,2010,Paraguay, Borussia Dortmund,Germany
2236,2010,Paraguay, Libertad,Paraguay
2237,2010,Portugal, Iraklis,Greece
2238,2010,Portugal, Chelsea,England
2239,2010,Portugal, Porto,Portugal
2240,2010,Portugal, Chelsea,England
2241,2010,Portugal, Valencia,Spain
2242,2010,Portugal, Malaga,Spain
2243,2010,Portugal, Sporting CP,Portugal
2244,2010,Portugal, Zenit Saint Petersburg,Russia
2245,2010,Portugal, Atletico Madrid,Spain
2246,2010,Portugal, Atletico Madrid,Spain
2247,2010,Portugal, Chelsea,England
2248,2010,Portugal, Sporting CP,Portugal
2249,2010,Serbia, Zaglebie Lubin,Poland
2250,2010,Serbia, Uniao de Leiria,Portugal
2251,2010,Serbia, 1860 Munich,Germany
2251,2010,Serbia, Manchester United,England
2252,2010,Serbia, Udinese,Italy
2253,2010,Serbia, Zaragoza,Spain
2254,2010,Serbia, Borussia Dortmund,Germany
2255,2010,Serbia, Hertha BSC,Germany
2256,2010,Serbia, 1. FC Koln,Germany
2257,2010,Serbia, Internazionale,Italy
2258,2010,Serbia, Wolverhampton,England
2259,2010,Serbia, Standard Liege,Belgium
2260,2010,Serbia, CSKA Moscow,Russia
2261,2010,Serbia, Dynamo Kyiv,Ukraine
2262,2010,Serbia, Partizan,Serbia
2263,2010,Serbia, VfB Stuttgart,Germany
2264,2010,Serbia, Zenit Saint Petersburg,Russia
2265,2010,Serbia, Ajax,Netherlands
2266,2010,Serbia, Valencia,Spain
2267,2010,Slovakia, Legia Warsaw,Poland
2268,2010,Slovakia, Dundee United,Scotland
2269,2010,Slovakia, Vaslui,Romania
2270,2010,Slovakia, VfL Wolfsburg,Germany
2271,2010,Slovakia, Liverpool,England
2272,2010,Slovakia, West Bromwich Albion,England
2273,2010,Slovakia, Mainz 05,Germany
2274,2010,Slovakia, Hannover 96,Germany
2275,2010,Slovakia, Slovan Bratislava,Slovakia
2276,2010,Slovakia, Cesena,Italy
2277,2010,Slovakia, Skoda Xanthi,Greece
2278,2010,Slovakia, Bolton Wanderers,England
2279,2010,Slovakia, Timi?oara,Romania
2280,2010,Slovakia, VfL Bochum,Germany
2281,2010,Slovakia, Ankaragucu,Turkey
2282,2010,Slovakia, Twente,Netherlands
2283,2010,Slovakia, Napoli,Italy
2284,2010,Slovakia, Sparta Prague,Czech Republic
2285,2010,Slovakia, Spartak Trnava,Slovakia
2286,2010,Slovakia, Ankaragucu,Turkey
2287,2010,Slovakia, Besiktas,Turkey
2288,2010,Slovakia, Saturn Moscow Oblast,Russia
2289,2010,Slovakia, 1. FC Kaiserslautern,Germany
2290,2010,Slovenia, Udinese,Italy
2291,2010,Slovenia, Mantova,Italy
2292,2010,Slovenia, Sparta Rotterdam,Netherlands
2293,2010,Slovenia, 1. FC Koln,Germany
2294,2010,Slovenia, Maribor,Slovenia
2295,2010,Slovenia, Gent,Belgium
2296,2010,Slovenia, Grenoble,France
2297,2010,Slovenia, Lokomotiv Moscow,Russia
2298,2010,Slovenia, Chievo,Italy
2299,2010,Slovenia, Maribor,Slovenia
2300,2010,Slovenia, TuS Koblenz,Germany
2301,2010,Slovenia, West Bromwich Albion,England
2302,2010,Slovenia, Internazionale,Italy
2303,2010,Slovenia, Wis?a Kraków,Poland
2304,2010,Slovenia, Larissa,Greece
2305,2010,Slovenia, Maccabi Tel Aviv,Israel
2306,2010,Slovenia, Vitesse,Netherlands
2307,2010,Slovenia, Nacional,Portugal
2308,2010,Slovenia, Gent,Belgium
2309,2010,Slovenia, Auxerre,France
2310,2010,Slovenia, 1. FC Koln,Germany
2311,2010,Slovenia, VfL Bochum,Germany
2312,2010,Slovenia, Groningen,Netherlands
2313,2010,South Africa, Orlando Pirates,South Africa
2314,2010,South Africa, Kaizer Chiefs,South Africa
2315,2010,South Africa, Maritzburg United,South Africa
2316,2010,South Africa, Mamelodi Sundowns,South Africa
2317,2010,South Africa, Maccabi Haifa,Israel
2318,2010,South Africa, Portsmouth,England
2319,2010,South Africa, Genk,Belgium
2320,2010,South Africa, Mamelodi Sundowns,South Africa
2321,2010,South Africa, Orlando Pirates,South Africa
2322,2010,South Africa, Supersport United,South Africa
2323,2010,South Africa, Golden Arrows,South Africa
2324,2010,South Africa, Rubin Kazan,Russia
2325,2010,South Africa, Ajax Cape Town,South Africa
2326,2010,South Africa, Kaizer Chiefs,South Africa
2327,2010,South Africa, Everton,England
2328,2010,South Africa, Orlando Pirates,South Africa
2329,2010,South Africa, Kaizer Chiefs,South Africa
2330,2010,South Africa, Fulham,England
2331,2010,South Africa, Mamelodi Sundowns,South Africa
2332,2010,South Africa, Golden Arrows,South Africa
2333,2010,South Africa, Mamelodi Sundowns,South Africa
2334,2010,South Africa, Twente,Netherlands
2335,2010,South Africa, Moroka Swallows,South Africa
2336,2010,South Korea, Suwon Samsung Bluewings,South Korea
2337,2010,South Korea, Ulsan Hyundai,South Korea
2338,2010,South Korea, Ulsan Hyundai,South Korea
2339,2010,South Korea, Pohang Steelers,South Korea
2340,2010,South Korea, Jeju United,South Korea
2341,2010,South Korea, Al Hilal,Saudi Arabia
2342,2010,South Korea, Kashima Antlers,Japan
2343,2010,South Korea, Ulsan Hyundai,South Korea
2344,2010,South Korea, SC Freiburg,Germany
2345,2010,South Korea, Suwon Samsung Bluewings,South Korea
2346,2010,South Korea, Tom Tomsk,Russia
2347,2010,South Korea, Manchester United,England
2348,2010,South Korea, Gwangju Sangmu,South Korea
2349,2010,South Korea, Pohang Steelers,South Korea
2350,2010,South Korea, Dalian Shide,China
2351,2010,South Korea, FC Seoul,South Korea
2352,2010,South Korea, Suwon Samsung Bluewings,South Korea
2353,2010,South Korea, Jeonbuk Hyundai Motors,South Korea
2354,2010,Spain, Valencia,Spain
2355,2010,Spain, Barcelona,Spain
2356,2010,Spain, Villarreal,Spain
2357,2010,Spain, Real Madrid,Spain
2358,2010,Spain, Sevilla,Spain
2359,2010,Spain, Athletic Bilbao,Spain
2360,2010,Switzerland, Young Boys,Switzerland
2361,2010,Switzerland, Zürich,Switzerland
2362,2010,Switzerland, Zürich,Switzerland
2363,2010,Switzerland, Auxerre,France
2364,2010,Switzerland, Hannover 96,Germany
2365,2010,Switzerland, Basel,Switzerland
2366,2010,Switzerland, Sampdoria,Italy
2367,2010,Switzerland, Luzern,Switzerland
2368,2010,Switzerland, Eintracht Frankfurt,Germany
2369,2010,Switzerland, Basel,Switzerland
2370,2010,Switzerland, Twente,Netherlands
2371,2010,Switzerland, 1. FC Nürnberg,Germany
2372,2010,Switzerland, Bayer Leverkusen,Germany
2373,2010,USA, Wolverhampton,England
2374,2010,USA, West Ham,England
2375,2010,USA, Rennes,France
2376,2010,USA, AC Milan,Italy
2377,2010,USA, Hannover 96,Germany
2378,2010,USA, Chivas USA,United States
2379,2010,USA, Watford,England
2380,2010,USA, Start,Norway
2381,2010,USA, LA Galaxy,United States
2382,2010,USA, Bolton Wanderers,England
2383,2010,USA, Eintracht Frankfurt,Germany
2384,2010,USA, Pachuca,Mexico
2385,2010,USA, Rangers,Scotland
2386,2010,USA, AGF,Denmark
2387,2010,USA, Puebla,Mexico
2388,2010,USA, LA Galaxy,United States
2389,2010,USA, Real Salt Lake,United States
2390,2010,Uruguay, Deportivo Cali,Colombia
2391,2010,Uruguay, Universidad de Chile,Chile
2392,2010,Uruguay, Colo-Colo,Chile
2393,2010,Uruguay, AIK,Sweden
2394,2010,Uruguay, Levadiakos,Greece
2395,2010,Uruguay, Universidad de Chile,Chile
2396,2010,Uruguay, Botafogo,Brazil
2397,2010,Uruguay, Banfield,Argentina
2398,2010,France, Arsenal,England
2399,2010,Serbia, Vojvodina,Serbia
2400,2010,Spain, Barcelona,Spain
